sample_id,study_name,PMID,sample_accession,study_accession,bedaquiline,clofazimine,linezolid,delamanid,pretomanid
site.08.subj.02TB1570.lab.20768.iso.1,walker2022,35373160,ERS5320850,PRJEB41280,S,S,NA,NA,NA
site.08.subj.02TB1570.lab.20772.iso.1,walker2022,35373160,ERS5320854,PRJEB41280,S,S,S,NA,NA
site.08.subj.02TB1570.lab.21095.iso.1,walker2022,35373160,ERS5320895,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1570.lab.21263.iso.1,walker2022,35373160,ERS5320922,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1596.lab.20323.iso.1,walker2022,35373160,ERS5320823,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1596.lab.20877.iso.1,walker2022,35373160,ERS5320861,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1607.lab.21090.iso.1,walker2022,35373160,ERS5320893,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1609.lab.21034.iso.1,walker2022,35373160,ERS5320885,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1609.lab.21092.iso.1,walker2022,35373160,ERS5320894,PRJEB41280,S,S,NA,S,NA
site.08.subj.02TB1609.lab.21261.iso.1,walker2022,35373160,ERS5320920,PRJEB41280,S,S,NA,S,NA
site.08.subj.02TB1618.lab.20643.iso.1,walker2022,35373160,ERS5320836,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1618.lab.20765.iso.1,walker2022,35373160,ERS5320847,PRJEB41280,NA,S,NA,NA,NA
site.08.subj.02TB1618.lab.20874.iso.1,walker2022,35373160,ERS5320859,PRJEB41280,S,NA,S,S,NA
site.08.subj.02TB1636.lab.20644.iso.1,walker2022,35373160,ERS5320837,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1636.lab.20938.iso.1,walker2022,35373160,ERS5320874,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1636.lab.22966.iso.1,walker2022,35373160,ERS5320992,PRJEB41280,NA,R,NA,NA,NA
site.08.subj.02TB1642.lab.20944.iso.1,walker2022,35373160,ERS5320877,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1648.lab.20947.iso.1,walker2022,35373160,ERS5320879,PRJEB41280,S,S,NA,S,NA
site.08.subj.02TB1648.lab.22657.iso.1,walker2022,35373160,ERS5320988,PRJEB41280,S,S,NA,NA,NA
site.08.subj.02TB1651.lab.20942.iso.1,walker2022,35373160,ERS5320875,PRJEB41280,NA,S,NA,NA,NA
site.08.subj.02TB1654.lab.20531.iso.1,walker2022,35373160,ERS5320833,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1654.lab.20678.iso.1,walker2022,35373160,ERS5320845,PRJEB41280,S,S,NA,S,NA
site.08.subj.02TB1654.lab.20946.iso.1,walker2022,35373160,ERS5320878,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1654.lab.21125.iso.1,walker2022,35373160,ERS5320904,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1660.lab.20955.iso.1,walker2022,35373160,ERS5320883,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1663.lab.20648.iso.1,walker2022,35373160,ERS5320841,PRJEB41280,S,S,NA,S,NA
site.08.subj.02TB1663.lab.20776.iso.1,walker2022,35373160,ERS5320858,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1663.lab.21100.iso.1,walker2022,35373160,ERS5320899,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1663.lab.21264.iso.1,walker2022,35373160,ERS5320923,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1671.lab.20414.iso.1,walker2022,35373160,ERS5320827,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1671.lab.20935.iso.1,walker2022,35373160,ERS5320873,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1704.lab.21171.iso.1,walker2022,35373160,ERS5320907,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1704.lab.21220.iso.1,walker2022,35373160,ERS5320914,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1761.lab.20770.iso.1,walker2022,35373160,ERS5320852,PRJEB41280,NA,S,NA,S,NA
site.08.subj.02TB1761.lab.21099.iso.1,walker2022,35373160,ERS5320898,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1811.lab.21096.iso.1,walker2022,35373160,ERS5320896,PRJEB41280,S,NA,NA,NA,NA
site.08.subj.02TB1811.lab.21221.iso.1,walker2022,35373160,ERS5320915,PRJEB41280,S,NA,NA,NA,NA
site.08.subj.02TB1813.lab.20769.iso.1,walker2022,35373160,ERS5320851,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1813.lab.21098.iso.1,walker2022,35373160,ERS5320897,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1813.lab.24457.iso.1,walker2022,35373160,ERS5321009,PRJEB41280,S,NA,S,S,NA
site.08.subj.02TB1826.lab.21196.iso.1,walker2022,35373160,ERS5320912,PRJEB41280,S,S,NA,S,NA
site.08.subj.02TB1826.lab.21465.iso.1,walker2022,35373160,ERS5320941,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1827.lab.21197.iso.1,walker2022,35373160,ERS5320913,PRJEB41280,S,S,NA,NA,NA
site.08.subj.02TB1827.lab.21466.iso.1,walker2022,35373160,ERS5320942,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1832.lab.21123.iso.1,walker2022,35373160,ERS5320902,PRJEB41280,NA,S,NA,S,NA
site.08.subj.02TB1832.lab.23446.iso.1,walker2022,35373160,ERS5321000,PRJEB41280,S,NA,NA,NA,NA
site.08.subj.02TB1835.lab.20930.iso.1,walker2022,35373160,ERS5320868,PRJEB41280,NA,NA,NA,R,NA
site.08.subj.02TB1835.lab.21172.iso.1,walker2022,35373160,ERS5320908,PRJEB41280,NA,NA,S,NA,NA
site.08.subj.02TB1838.lab.21175.iso.1,walker2022,35373160,ERS5320910,PRJEB41280,S,S,NA,NA,NA
site.08.subj.02TB1838.lab.21260.iso.1,walker2022,35373160,ERS5320919,PRJEB41280,S,S,NA,NA,NA
site.08.subj.02TB1847.lab.21232.iso.1,walker2022,35373160,ERS5320917,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1847.lab.21267.iso.1,walker2022,35373160,ERS5320925,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1847.lab.21351.iso.1,walker2022,35373160,ERS5320929,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1847.lab.21703.iso.1,walker2022,35373160,ERS5320961,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1854.lab.21265.iso.1,walker2022,35373160,ERS5320924,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1854.lab.21398.iso.1,walker2022,35373160,ERS5320936,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1854.lab.21694.iso.1,walker2022,35373160,ERS5320955,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1854.lab.21854.iso.1,walker2022,35373160,ERS5320968,PRJEB41280,S,NA,S,S,NA
site.08.subj.02TB1875.lab.20774.iso.1,walker2022,35373160,ERS5320856,PRJEB41280,NA,S,NA,S,NA
site.08.subj.02TB1875.lab.21106.iso.1,walker2022,35373160,ERS5320900,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1875.lab.21400.iso.1,walker2022,35373160,ERS5320938,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1881.lab.21170.iso.1,walker2022,35373160,ERS5320906,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1881.lab.21392.iso.1,walker2022,35373160,ERS5320930,PRJEB41280,S,NA,S,NA,NA
site.08.subj.02TB1898.lab.21163.iso.1,walker2022,35373160,ERS5320905,PRJEB41280,NA,NA,S,S,NA
site.08.subj.02TB1899.lab.21124.iso.1,walker2022,35373160,ERS5320903,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1899.lab.21262.iso.1,walker2022,35373160,ERS5320921,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1899.lab.21529.iso.1,walker2022,35373160,ERS5320943,PRJEB41280,S,R,S,S,NA
site.08.subj.02TB1909.lab.21349.iso.1,walker2022,35373160,ERS5320927,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1909.lab.23837.iso.1,walker2022,35373160,ERS5321005,PRJEB41280,S,NA,S,S,NA
site.08.subj.02TB1913.lab.20933.iso.1,walker2022,35373160,ERS5320871,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1913.lab.21174.iso.1,walker2022,35373160,ERS5320909,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB1922.lab.21350.iso.1,walker2022,35373160,ERS5320928,PRJEB41280,S,S,NA,NA,NA
site.08.subj.02TB1922.lab.21394.iso.1,walker2022,35373160,ERS5320932,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1925.lab.21756.iso.1,walker2022,35373160,ERS5320962,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1934.lab.21395.iso.1,walker2022,35373160,ERS5320933,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1934.lab.21396.iso.1,walker2022,35373160,ERS5320934,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1934.lab.21564.iso.1,walker2022,35373160,ERS5320947,PRJEB41280,S,R,S,S,NA
site.08.subj.02TB1940.lab.21660.iso.1,walker2022,35373160,ERS5320948,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1940.lab.21698.iso.1,walker2022,35373160,ERS5320957,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1940.lab.23836.iso.1,walker2022,35373160,ERS5321004,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1940.lab.25180.iso.1,walker2022,35373160,ERS5321015,PRJEB41280,NA,NA,S,S,NA
site.08.subj.02TB1944.lab.21268.iso.1,walker2022,35373160,ERS5320926,PRJEB41280,NA,S,S,S,NA
site.08.subj.02TB1944.lab.21701.iso.1,walker2022,35373160,ERS5320959,PRJEB41280,S,NA,S,S,NA
site.08.subj.02TB1949.lab.22656.iso.1,walker2022,35373160,ERS5320987,PRJEB41280,R,NA,NA,NA,NA
site.08.subj.02TB1955.lab.21662.iso.1,walker2022,35373160,ERS5320950,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1955.lab.22325.iso.1,walker2022,35373160,ERS5320980,PRJEB41280,NA,NA,S,S,NA
site.08.subj.02TB1958.lab.21664.iso.1,walker2022,35373160,ERS5320952,PRJEB41280,S,S,NA,NA,NA
site.08.subj.02TB1958.lab.22331.iso.1,walker2022,35373160,ERS5320983,PRJEB41280,S,NA,S,S,NA
site.08.subj.02TB1964.lab.21555.iso.1,walker2022,35373160,ERS5320946,PRJEB41280,S,S,S,NA,NA
site.08.subj.02TB1964.lab.23172.iso.1,walker2022,35373160,ERS5320995,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1968.lab.21702.iso.1,walker2022,35373160,ERS5320960,PRJEB41280,S,S,S,NA,NA
site.08.subj.02TB1968.lab.22328.iso.1,walker2022,35373160,ERS5320982,PRJEB41280,S,NA,S,S,NA
site.08.subj.02TB1986.lab.21852.iso.1,walker2022,35373160,ERS5320966,PRJEB41280,S,R,NA,S,NA
site.08.subj.02TB1986.lab.22508.iso.1,walker2022,35373160,ERS5320984,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB1989.lab.22190.iso.1,walker2022,35373160,ERS5320973,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB1989.lab.22511.iso.1,walker2022,35373160,ERS5320985,PRJEB41280,S,NA,S,S,NA
site.08.subj.02TB2016.lab.21397.iso.1,walker2022,35373160,ERS5320935,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB2016.lab.21696.iso.1,walker2022,35373160,ERS5320956,PRJEB41280,NA,S,NA,NA,NA
site.08.subj.02TB2016.lab.24551.iso.1,walker2022,35373160,ERS5321011,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB2023.lab.21665.iso.1,walker2022,35373160,ERS5320953,PRJEB41280,S,S,NA,S,NA
site.08.subj.02TB2023.lab.21928.iso.1,walker2022,35373160,ERS5320971,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB2028.lab.21663.iso.1,walker2022,35373160,ERS5320951,PRJEB41280,S,S,NA,NA,NA
site.08.subj.02TB2028.lab.21929.iso.1,walker2022,35373160,ERS5320972,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB2071.lab.21403.iso.1,walker2022,35373160,ERS5320940,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB2071.lab.21806.iso.1,walker2022,35373160,ERS5320965,PRJEB41280,S,S,NA,S,NA
site.08.subj.02TB2077.lab.22327.iso.1,walker2022,35373160,ERS5320981,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB2100.lab.22191.iso.1,walker2022,35373160,ERS5320974,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB2100.lab.22515.iso.1,walker2022,35373160,ERS5320986,PRJEB41280,S,S,NA,S,NA
site.08.subj.02TB2100.lab.24550.iso.1,walker2022,35373160,ERS5321010,PRJEB41280,NA,S,NA,NA,NA
site.08.subj.02TB2115.lab.21532.iso.1,walker2022,35373160,ERS5320945,PRJEB41280,S,S,S,S,NA
site.08.subj.02TB2115.lab.21921.iso.1,walker2022,35373160,ERS5320969,PRJEB41280,NA,S,NA,S,NA
site.08.subj.02TB2115.lab.22967.iso.1,walker2022,35373160,ERS5320993,PRJEB41280,S,NA,NA,S,NA
site.08.subj.02TB2181.lab.22192.iso.1,walker2022,35373160,ERS5320975,PRJEB41280,NA,NA,NA,S,NA
site.08.subj.02TB2181.lab.23174.iso.1,walker2022,35373160,ERS5320997,PRJEB41280,S,NA,NA,NA,NA
site.08.subj.02TB2201.lab.25859.iso.1,walker2022,35373160,ERS5319422,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2202.lab.25806.iso.1,walker2022,35373160,ERS5319280,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2203.lab.25865.iso.1,walker2022,35373160,ERS5319295,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2204.lab.25891.iso.1,walker2022,35373160,ERS5319424,PRJEB41247,NA,NA,S,S,NA
site.08.subj.02TB2205.lab.26058.iso.1,walker2022,35373160,ERS5319428,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2208.lab.25912.iso.1,walker2022,35373160,ERS5319333,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2209.lab.26098.iso.1,walker2022,35373160,ERS5319376,PRJEB41247,NA,NA,S,S,NA
site.08.subj.02TB2210.lab.26189.iso.1,walker2022,35373160,ERS5319397,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2213.lab.26203.iso.1,walker2022,35373160,ERS5319409,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2214.lab.26204.iso.1,walker2022,35373160,ERS5319434,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2220.lab.26299.iso.1,walker2022,35373160,ERS5319448,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2225.lab.26652.iso.1,walker2022,35373160,ERS5319511,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2229.lab.26705.iso.1,walker2022,35373160,ERS5319518,PRJEB41247,NA,S,NA,S,NA
site.08.subj.02TB2232.lab.26550.iso.1,walker2022,35373160,ERS5319480,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2234.lab.26600.iso.1,walker2022,35373160,ERS5319494,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2236.lab.26611.iso.1,walker2022,35373160,ERS5319504,PRJEB41247,NA,NA,S,S,NA
site.08.subj.02TB2237.lab.26716.iso.1,walker2022,35373160,ERS5319522,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2238.lab.26722.iso.1,walker2022,35373160,ERS5319526,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2239.lab.26622.iso.1,walker2022,35373160,ERS5319510,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2240.lab.26731.iso.1,walker2022,35373160,ERS5319533,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2241.lab.26737.iso.1,walker2022,35373160,ERS5319539,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2242.lab.26740.iso.1,walker2022,35373160,ERS5319541,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2261.lab.25785.iso.1,walker2022,35373160,ERS5319262,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2262.lab.25793.iso.1,walker2022,35373160,ERS5319269,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2263.lab.25861.iso.1,walker2022,35373160,ERS5319291,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2264.lab.25792.iso.1,walker2022,35373160,ERS5319268,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2265.lab.25868.iso.1,walker2022,35373160,ERS5319297,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2266.lab.25813.iso.1,walker2022,35373160,ERS5319419,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2267.lab.25811.iso.1,walker2022,35373160,ERS5319418,PRJEB41247,S,NA,R,S,NA
site.08.subj.02TB2268.lab.25812.iso.1,walker2022,35373160,ERS5319284,PRJEB41247,NA,S,S,S,NA
site.08.subj.02TB2269.lab.25820.iso.1,walker2022,35373160,ERS5319289,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2270.lab.25890.iso.1,walker2022,35373160,ERS5319316,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2271.lab.25889.iso.1,walker2022,35373160,ERS5319315,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2274.lab.25920.iso.1,walker2022,35373160,ERS5319341,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2276.lab.26086.iso.1,walker2022,35373160,ERS5319367,PRJEB41247,NA,S,S,S,NA
site.08.subj.02TB2277.lab.26087.iso.1,walker2022,35373160,ERS5319368,PRJEB41247,S,S,NA,NA,NA
site.08.subj.02TB2278.lab.26088.iso.1,walker2022,35373160,ERS5319369,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2282.lab.26116.iso.1,walker2022,35373160,ERS5319392,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2283.lab.26192.iso.1,walker2022,35373160,ERS5319399,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2284.lab.26193.iso.1,walker2022,35373160,ERS5319400,PRJEB41247,S,S,R,S,NA
site.08.subj.02TB2285.lab.26194.iso.1,walker2022,35373160,ERS5319401,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2287.lab.26261.iso.1,walker2022,35373160,ERS5319415,PRJEB41247,NA,NA,S,NA,NA
site.08.subj.02TB2290.lab.26262.iso.1,walker2022,35373160,ERS5319436,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2295.lab.26318.iso.1,walker2022,35373160,ERS5319451,PRJEB41247,S,S,S,R,NA
site.08.subj.02TB2300.lab.26201.iso.1,walker2022,35373160,ERS5319408,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2306.lab.26483.iso.1,walker2022,35373160,ERS5319465,PRJEB41247,S,S,S,R,NA
site.08.subj.02TB2314.lab.26598.iso.1,walker2022,35373160,ERS5319492,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2315.lab.26561.iso.1,walker2022,35373160,ERS5319481,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2317.lab.26597.iso.1,walker2022,35373160,ERS5319491,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2321.lab.25780.iso.1,walker2022,35373160,ERS5319258,PRJEB41247,NA,NA,S,S,NA
site.08.subj.02TB2322.lab.25789.iso.1,walker2022,35373160,ERS5319266,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2323.lab.25788.iso.1,walker2022,35373160,ERS5319265,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2324.lab.25790.iso.1,walker2022,35373160,ERS5319416,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2326.lab.25809.iso.1,walker2022,35373160,ERS5319282,PRJEB41247,NA,NA,NA,S,NA
site.08.subj.02TB2327.lab.25810.iso.1,walker2022,35373160,ERS5319283,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2330.lab.25906.iso.1,walker2022,35373160,ERS5319327,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2331.lab.25919.iso.1,walker2022,35373160,ERS5319340,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2333.lab.25918.iso.1,walker2022,35373160,ERS5319339,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2334.lab.26078.iso.1,walker2022,35373160,ERS5319431,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2335.lab.26077.iso.1,walker2022,35373160,ERS5319360,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2336.lab.26076.iso.1,walker2022,35373160,ERS5319359,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2339.lab.26090.iso.1,walker2022,35373160,ERS5319370,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2341.lab.26105.iso.1,walker2022,35373160,ERS5319432,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2343.lab.26196.iso.1,walker2022,35373160,ERS5319403,PRJEB41247,NA,S,S,S,NA
site.08.subj.02TB2344.lab.26199.iso.1,walker2022,35373160,ERS5319406,PRJEB41247,NA,S,NA,S,NA
site.08.subj.02TB2345.lab.26200.iso.1,walker2022,35373160,ERS5319407,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2346.lab.26277.iso.1,walker2022,35373160,ERS5319444,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2351.lab.26293.iso.1,walker2022,35373160,ERS5319446,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2363.lab.26521.iso.1,walker2022,35373160,ERS5319471,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2365.lab.26463.iso.1,walker2022,35373160,ERS5319464,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2367.lab.26514.iso.1,walker2022,35373160,ERS5319467,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2381.lab.25786.iso.1,walker2022,35373160,ERS5319263,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2382.lab.25787.iso.1,walker2022,35373160,ERS5319264,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2383.lab.25860.iso.1,walker2022,35373160,ERS5319290,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2384.lab.25862.iso.1,walker2022,35373160,ERS5319292,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2385.lab.25863.iso.1,walker2022,35373160,ERS5319293,PRJEB41247,S,S,NA,R,NA
site.08.subj.02TB2386.lab.25801.iso.1,walker2022,35373160,ERS5319276,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2387.lab.25800.iso.1,walker2022,35373160,ERS5319275,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2388.lab.25802.iso.1,walker2022,35373160,ERS5319277,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2389.lab.25867.iso.1,walker2022,35373160,ERS5319296,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2391.lab.25895.iso.1,walker2022,35373160,ERS5319318,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2392.lab.25882.iso.1,walker2022,35373160,ERS5319309,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2393.lab.25883.iso.1,walker2022,35373160,ERS5319310,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2394.lab.25884.iso.1,walker2022,35373160,ERS5319311,PRJEB41247,NA,S,S,S,NA
site.08.subj.02TB2395.lab.25815.iso.1,walker2022,35373160,ERS5319420,PRJEB41247,NA,NA,NA,S,NA
site.08.subj.02TB2397.lab.25814.iso.1,walker2022,35373160,ERS5319285,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2398.lab.25871.iso.1,walker2022,35373160,ERS5319299,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2401.lab.25894.iso.1,walker2022,35373160,ERS5319317,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2402.lab.25893.iso.1,walker2022,35373160,ERS5319425,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2404.lab.25907.iso.1,walker2022,35373160,ERS5319328,PRJEB41247,NA,S,S,S,NA
site.08.subj.02TB2405.lab.25911.iso.1,walker2022,35373160,ERS5319332,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2407.lab.26075.iso.1,walker2022,35373160,ERS5319430,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2408.lab.26074.iso.1,walker2022,35373160,ERS5319358,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2409.lab.26073.iso.1,walker2022,35373160,ERS5319357,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2410.lab.26072.iso.1,walker2022,35373160,ERS5319356,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2411.lab.26071.iso.1,walker2022,35373160,ERS5319355,PRJEB41247,NA,NA,NA,S,NA
site.08.subj.02TB2412.lab.26095.iso.1,walker2022,35373160,ERS5319373,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2413.lab.26097.iso.1,walker2022,35373160,ERS5319375,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2414.lab.26096.iso.1,walker2022,35373160,ERS5319374,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2415.lab.26100.iso.1,walker2022,35373160,ERS5319377,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2416.lab.26341.iso.1,walker2022,35373160,ERS5319455,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2418.lab.26112.iso.1,walker2022,35373160,ERS5319388,PRJEB41247,NA,NA,S,S,NA
site.08.subj.02TB2419.lab.26111.iso.1,walker2022,35373160,ERS5319387,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2421.lab.26110.iso.1,walker2022,35373160,ERS5319386,PRJEB41247,NA,S,NA,S,NA
site.08.subj.02TB2422.lab.26257.iso.1,walker2022,35373160,ERS5319412,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2423.lab.26258.iso.1,walker2022,35373160,ERS5319413,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2426.lab.26198.iso.1,walker2022,35373160,ERS5319405,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2427.lab.26256.iso.1,walker2022,35373160,ERS5319411,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2428.lab.26197.iso.1,walker2022,35373160,ERS5319404,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2429.lab.26255.iso.1,walker2022,35373160,ERS5319410,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2432.lab.26267.iso.1,walker2022,35373160,ERS5319440,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2434.lab.26268.iso.1,walker2022,35373160,ERS5319441,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2436.lab.26269.iso.1,walker2022,35373160,ERS5319442,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2443.lab.25791.iso.1,walker2022,35373160,ERS5319267,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2444.lab.25803.iso.1,walker2022,35373160,ERS5319278,PRJEB41247,S,S,R,S,NA
site.08.subj.02TB2445.lab.25799.iso.1,walker2022,35373160,ERS5319274,PRJEB41247,S,NA,NA,R,NA
site.08.subj.02TB2447.lab.25804.iso.1,walker2022,35373160,ERS5319279,PRJEB41247,S,S,S,NA,NA
site.08.subj.02TB2448.lab.25864.iso.1,walker2022,35373160,ERS5319294,PRJEB41247,S,S,S,S,NA
